,movieId,title,genres,rating,tag
24,45,To Die For (1995),Comedy|Drama|Thriller,3.3125,['journalism']
25,46,How to Make an American Quilt (1995),Drama|Romance,3.066666666666667,['wedding']
26,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,3.9753694581280787,"['mystery', 'twist ending', 'serial killer']"
27,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,4.237745098039215,"['mindfuck', 'suspense', 'thriller', 'tricky', 'twist ending', 'heist']"
28,52,Mighty Aphrodite (1995),Comedy|Drama|Romance,3.4642857142857144,"['adoption', 'prostitution']"
29,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,4.027027027027027,['writing']
30,62,Mr. Holland's Opus (1995),Drama,3.70625,['music']
31,92,Mary Reilly (1996),Drama|Horror|Thriller,2.625,['jekyll and hyde']
32,96,In the Bleak Midwinter (1995),Comedy|Drama,3.5,['theater']
33,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.782608695652174,"['crime', 'off-beat comedy', 'quirky']"
34,104,Happy Gilmore (1996),Comedy,3.4393939393939394,"['test tag', 'golf', 'adam sandler']"
35,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.326923076923077,['muppets']
36,110,Braveheart (1995),Action|Drama|War,4.031645569620253,"['beautiful scenery', 'epic', 'historical', 'inspirational', 'medieval', 'mel gibson', 'oscar (best cinematography)', 'revenge', 'sword fight', 'scotland']"
37,111,Taxi Driver (1976),Crime|Drama|Thriller,4.105769230769231,['assassination']
38,116,Anne Frank Remembered (1995),Documentary,3.9,['holocaust']
39,122,Boomerang (1992),Comedy|Romance,2.65625,['dating']
40,140,Up Close and Personal (1996),Drama|Romance,3.5,['journalism']
41,147,"Basketball Diaries, The (1995)",Drama,3.466666666666667,"['addiction', 'heroin', 'leonardo dicaprio', 'mark wahlberg']"
42,150,Apollo 13 (1995),Adventure|Drama|IMAX,3.845771144278607,"['moon', 'nasa', 'space']"
43,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.9160583941605838,"['superhero', 'superhero']"
44,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.8771929824561404,['michael crichton']
45,161,Crimson Tide (1995),Drama|Thriller|War,3.6359223300970873,['submarine']
46,162,Crumb (1994),Documentary,4.205882352941177,['in netflix queue']
47,175,Kids (1995),Drama,3.975,"['controversial', 'new york city', 'nudity (full frontal)']"
48,185,"Net, The (1995)",Action|Crime|Thriller,3.0401785714285716,['computers']
49,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,4.125,['made me cry']
50,215,Before Sunrise (1995),Drama|Romance,4.041666666666667,['generation x']
51,216,Billy Madison (1995),Comedy,3.326530612244898,"['school', 'adam sandler', 'stop looking at me swan']"
52,222,Circle of Friends (1995),Drama|Romance,3.75,['ireland']
53,223,Clerks (1994),Comedy,3.855769230769231,"['cynical', 'hilarious', 'independent film', 'quirky', 'witty', 'generation x']"
54,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.6125,"['mental illness', 'psychology']"
55,230,Dolores Claiborne (1995),Drama|Thriller,3.3958333333333335,['stephen king']
56,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,3.892857142857143,['in netflix queue']
57,235,Ed Wood (1994),Comedy|Drama,3.6785714285714284,['movie business']
58,237,Forget Paris (1995),Comedy|Romance,3.340909090909091,"['basketball', 'france', 'infertility']"
59,246,Hoop Dreams (1994),Documentary,4.293103448275862,['basketball']
60,247,Heavenly Creatures (1994),Crime|Drama,3.9285714285714284,['australia']
61,248,Houseguest (1994),Comedy,3.176470588235294,"['bad', 'sinbad']"
62,249,Immortal Beloved (1994),Drama|Romance,3.7222222222222223,['beethoven']
63,252,I.Q. (1994),Comedy|Romance,3.453488372093023,['einstein']
64,257,Just Cause (1995),Mystery|Thriller,3.5,['court']
65,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.231075697211155,"['classic', 'space action', 'action', 'sci-fi', 'epic', 'great soundtrack', 'classic sci-fi', 'engrossing adventure', 'epic', 'classic', 'nerd', 'classic sci-fi', 'space action', 'space epic', 'oldie but goodie', 'sci-fi', 'star wars', 'robots and androids', 'space', 'classic sci-fi', 'sci-fi', 'space adventure', 'star wars', 'darth vader', 'luke skywalker', 'space opera']"
66,261,Little Women (1994),Drama,3.880952380952381,['louisa may alcott']
67,262,"Little Princess, A (1995)",Children|Drama,3.9047619047619047,"['england', 'girl power', 'india']"
68,272,"Madness of King George, The (1994)",Comedy|Drama,3.7580645161290325,"['england', 'mental illness']"
69,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,2.9464285714285716,['gothic']
70,277,Miracle on 34th Street (1994),Drama,3.223684210526316,['christmas']
71,279,My Family (1995),Drama,3.0,['in netflix queue']
72,280,Murder in the First (1995),Drama|Thriller,4.076923076923077,['prison']
73,282,Nell (1994),Drama,3.3375,"['disability', 'twins']"
74,288,Natural Born Killers (1994),Action|Crime|Thriller,3.233695652173913,"['brutality', 'controversial', 'dark comedy', 'psychedelic', 'satire', 'stylized']"
75,290,Once Were Warriors (1994),Crime|Drama,4.035714285714286,['in netflix queue']
76,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.018796992481203,"['assassin', 'jean reno', 'hit men', 'action', 'assassin', 'assassination', 'assassins', 'awkward romance', 'corruption', 'crime', 'disturbing', 'drama', 'french', 'friendship', 'gary oldman', 'great acting', 'guns', 'hit men', 'hitman', 'humorous', 'imdb top 250', 'jean reno', 'lolita theme', 'loneliness', 'love story', 'luc besson', 'natalie portman', 'organized crime', 'police', 'police corruption', 'quirky', 'sniper', 'tense', 'touching', 'unique']"
77,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.197068403908795,"['good dialogue', 'great soundtrack', 'non-linear', 'cult film', 'drugs', 'quentin tarantino', 'tarantino', 'hit men', '1990s', 'achronological', 'action', 'action packed', 'aggressive', 'amazing', 'amazing dialogues', 'anthology', 'assassin', 'atmospheric', 'awesome', 'bad ass', 'bad language', 'bad-ass', 'bible', 'biblical references', 'big boys with guns', 'big name actors', 'black comedy', 'black humor', 'black humour', 'blood', 'blood splatters', 'bloody', 'bruce willis', 'brutality', 'casual violence', 'character development', 'characters', 'classic', 'classic movie', 'coke', 'comedy', 'conversation', 'cool', 'cool style', 'crime', 'crime scene scrubbing', 'cult', 'cult classic', 'cult film', 'dance', 'dancing', 'dark', 'dark comedy', 'dark humor', 'dialogue', 'different', 'diner', 'disjointed timeline', 'disturbing', 'drama', 'drug overdose', 'drugs', 'drugs & music', 'ensemble cast', 'entertaining', 'entirely dialogue', 'episodic', 'exciting', 'fast paced', 'fast-paced', 'film noir', 'film-noir', 'foul language', 'fun', 'funny', 'gangster', 'gangsters', 'genius', 'golden watch', 'good dialogue', 'good music', 'gore', 'great acting', 'great dialogue', 'great soundtrack', 'gritty', 'guns', 'harvey keitel', 'heroin', 'highly quotable', 'hit men', 'hitman', 'homosexuality', 'humour', 'iconic', 'imdb top 250', 'innovative', 'intellectual', 'intelligent', 'intense', 'interesting', 'intertwining storylines', 'interwoven storylines', 'ironic', 'irony', 'john travolta', 'killer-as-protagonist', 'los angeles', 'mafia', 'masterpiece', 'meaningless violence', 'milkshake', 'mobster', 'mobsters', 'monologue', 'motherfucker', 'multiple stories', 'multiple storylines', 'neo-noir', 'noir', 'non-linear', 'non-linear timeline', 'nonlinear', 'nonlinear narrative', 'nonlinear storyline', 'nonlinear timeline', 'notable soundtrack', 'offensive', 'organised crime', 'organized crime', 'original', 'original plot', 'out of order', ""palme d'or"", 'parody', 'philosophical', 'pop culture references', 'psychological', 'pulp', 'quentin tarantino', 'quirky', 'quotable', 'r:disturbing violent content including rape', 'r:disturbing violent images', 'r:graphic sexuality', 'r:some violence', 'r:strong bloody violence', 'r:strong language', 'r:sustained strong stylized violence', 'r:violence', 'random', 'rape', 'retro', 'roger avary', 'royal with cheese', 'samuel l. jackson', 'sarcasm', 'satire', 'sexy', 'smart writing', 'sophisticated', 'soundtrack', 'splatter', 'steve buscemi', 'storytelling', 'stylish', 'stylized', 'suspense', 'tarantino', 'thought-provoking', 'thriller', 'travolta', 'twist ending', 'uma thurman', 'unique', 'unpredictable', 'unusual', 'very funny', 'violence', 'violent', 'witty']"
78,300,Quiz Show (1994),Drama,3.5185185185185186,['tv']
79,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.8958333333333335,['death']
80,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,4.025,"['marriage', 'cynical']"
81,316,Stargate (1994),Action|Adventure|Sci-Fi,3.375,['time travel']
82,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.2037037037037037,['christmas']
83,318,"Shawshank Redemption, The (1994)",Crime|Drama,4.429022082018927,"['prison', 'stephen king', 'wrongful imprisonment', 'morgan freeman']"
84,326,To Live (Huozhe) (1994),Drama,4.0,['in netflix queue']
85,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.3935185185185186,['enterprise']
86,337,What's Eating Gilbert Grape (1993),Drama,3.7662337662337664,['mental illness']
87,338,Virtuosity (1995),Action|Sci-Fi|Thriller,2.8421052631578947,['serial killer']
88,339,While You Were Sleeping (1995),Comedy|Romance,3.4693877551020407,['coma']
89,342,Muriel's Wedding (1994),Comedy,3.272727272727273,"['australia', 'weddings']"
90,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.5972222222222223,"['cross dressing', 'men in drag', 'remade']"
91,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.6045454545454545,['tom clancy']
92,350,"Client, The (1994)",Drama|Mystery|Thriller,3.3859649122807016,['john grisham']
93,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3.176470588235294,['interracial romance']
94,356,Forrest Gump (1994),Comedy|Drama|Romance|War,4.164133738601824,"['shrimp', 'vietnam', 'bubba gump shrimp', 'lieutenant dan', 'stupid is as stupid does', 'bittersweet', 'emotional', 'heartwarming', 'touching']"
95,357,Four Weddings and a Funeral (1994),Comedy|Romance,3.5194174757281553,['wedding']
96,361,It Could Happen to You (1994),Comedy|Drama|Romance,3.0588235294117645,['gambling']
97,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,4.0,"['holocaust', 'in netflix queue']"
98,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,3.941860465116279,"['disney', 'disney animated feature', 'oscar (best music - original score)', 'soundtrack', 'disney']"
99,371,"Paper, The (1994)",Comedy|Drama,3.3095238095238093,['journalism']
100,377,Speed (1994),Action|Romance|Thriller,3.5292397660818713,['bus']
101,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.497191011235955,['spies']
102,381,When a Man Loves a Woman (1994),Drama|Romance,3.8181818181818183,['alcoholism']
103,410,Addams Family Values (1993),Children|Comedy|Fantasy,3.1011904761904763,"['black comedy', 'christina ricci', 'christopher lloyd', 'dark comedy', 'family', 'gothic']"
104,412,"Age of Innocence, The (1993)",Drama,3.5,['edith wharton']
105,413,Airheads (1994),Comedy,2.7884615384615383,['comedy']
106,421,Black Beauty (1994),Adventure|Children|Drama,3.2083333333333335,['horses']
107,425,Blue Sky (1994),Drama|Romance,3.75,"['mental illness', 'oscar (best actress)']"
108,431,Carlito's Way (1993),Crime|Drama,3.738095238095238,"['al pacino', 'gangster', 'mafia']"
109,440,Dave (1993),Comedy|Romance,3.5460526315789473,['president']
110,454,"Firm, The (1993)",Drama|Thriller,3.5346534653465347,['john grisham']
111,457,"Fugitive, The (1993)",Thriller,3.9921052631578946,['based on a tv show']
112,471,"Hudsucker Proxy, The (1994)",Comedy,3.55,['hula hoop']
113,474,In the Line of Fire (1993),Action|Thriller,3.692857142857143,['assassination']
114,475,In the Name of the Father (1993),Drama,4.3,['ireland']
115,477,What's Love Got to Do with It? (1993),Drama|Musical,3.3823529411764706,['biopic']
116,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,3.75,['dinosaur']
117,488,M. Butterfly (1993),Drama|Romance,3.0,"['japan', 'sexuality']"
118,497,Much Ado About Nothing (1993),Comedy|Romance,3.813953488372093,['shakespeare']
119,500,Mrs. Doubtfire (1993),Comedy|Drama,3.388888888888889,"['cross dressing', 'divorce', 'men in drag']"
120,508,Philadelphia (1993),Drama,3.6136363636363638,['aids']
121,513,Radioland Murders (1994),Comedy|Mystery|Romance,3.375,"['radio', 'show business']"
122,515,"Remains of the Day, The (1993)",Drama|Romance,3.6041666666666665,"['butler', 'housekeeper']"
123,516,Renaissance Man (1994),Comedy|Drama,3.0555555555555554,['military']
124,522,Romper Stomper (1992),Action|Drama,3.2857142857142856,"['australia', 'racism', 'violence']"
125,524,Rudy (1993),Drama,3.485294117647059,['football']
126,527,Schindler's List (1993),Drama|War,4.225,"['moving', 'thought-provoking', 'holocaust', 'based on a true story', 'biography', 'disturbing', 'holocaust']"
127,529,Searching for Bobby Fischer (1993),Drama,3.875,['chess']
128,531,"Secret Garden, The (1993)",Children|Drama,3.25,['in netflix queue']
129,534,Shadowlands (1993),Drama|Romance,3.607142857142857,['c.s. lewis']
130,535,Short Cuts (1993),Drama,3.2666666666666666,['large cast']
131,538,Six Degrees of Separation (1993),Drama,3.5833333333333335,['race']
132,539,Sleepless in Seattle (1993),Comedy|Drama|Romance,3.4716981132075473,['empire state building']
133,540,Sliver (1993),Thriller,2.6666666666666665,['bad']
134,541,Blade Runner (1982),Action|Sci-Fi|Thriller,4.100806451612903,"['sci-fi', 'robots', 'androids', 'artificial intelligence', 'atmospheric', 'cyberpunk', 'future', 'mindfuck', 'philip k. dick', 'atmospheric', 'dreamlike', 'existentialism', 'philosophical']"
135,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,3.317073170731707,['beat poetry']
136,551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,3.553763440860215,"['christmas', 'halloween']"
137,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,3.262295081967213,['knights']
138,556,"War Room, The (1993)",Documentary,3.3333333333333335,['politics']
139,562,Welcome to the Dollhouse (1995),Comedy|Drama,3.5434782608695654,['adolescence']
140,586,Home Alone (1990),Children|Comedy,2.9956896551724137,['christmas']
141,587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,3.4347826086956523,['overrated']
142,588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,3.7923497267759565,['disney']
143,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,3.970982142857143,"['apocalypse', 'arnold schwarzenegger', 'nuclear war', 'sci-fi', 'suspense', 'time travel', 'robots', 'scifi masterpiece']"
144,590,Dances with Wolves (1990),Adventure|Drama|Western,3.8353658536585367,"['american indians', 'native americans']"
145,592,Batman (1989),Action|Crime|Thriller,3.4285714285714284,['superhero']
146,593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,4.161290322580645,"['hannibal lector', 'disturbing', 'drama', 'gothic', 'psychology', 'suspense']"
147,594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,3.616883116883117,['disney']
148,595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,3.7705479452054793,['disney']
149,596,Pinocchio (1940),Animation|Children|Fantasy|Musical,3.45,['disney']
150,597,Pretty Woman (1990),Comedy|Romance,3.4851851851851854,['prostitution']
151,608,Fargo (1996),Comedy|Crime|Drama|Thriller,4.116022099447513,"['based on a true story', 'dark comedy', 'kidnapping', 'steve buscemi', 'coen brothers']"
152,616,"Aristocats, The (1970)",Animation|Children,3.411111111111111,['disney']
153,628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,3.642857142857143,"['edward norton', 'psychology', 'suspense', 'thought-provoking', 'twist ending', 'priest']"
154,638,Jack and Sarah (1995),Romance,3.0,['babies']
155,647,Courage Under Fire (1996),Action|Crime|Drama|War,3.3275862068965516,['gulf war']
156,648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,3.537037037037037,['based on a tv show']
157,668,Song of the Little Road (Pather Panchali) (1955),Drama,4.25,['india']
158,670,"World of Apu, The (Apur Sansar) (1959)",Drama,4.75,['india']
159,671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,3.486111111111111,['spoof']
160,673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2.707547169811321,['bugs bunny']
161,707,Mulholland Falls (1996),Crime|Drama|Thriller,2.880952380952381,['bad']
162,708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,3.3879310344827585,['veterinarian']
163,720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,4.092592592592593,['aardman']
164,728,Cold Comfort Farm (1995),Comedy,3.5,['in netflix queue']
165,733,"Rock, The (1996)",Action|Adventure|Thriller,3.6404958677685952,"['alcatraz', 'michael bay', 'terrorism']"
166,736,Twister (1996),Action|Adventure|Romance|Thriller,3.321138211382114,['disaster']
167,745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,3.8958333333333335,['aardman']
168,748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,3.1136363636363638,['aliens']
169,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,4.268041237113402,"['dark comedy', 'atomic bomb', 'black comedy', 'dark comedy', 'satire', 'purity of essence', 'slim pickens', 'black comedy', 'dark comedy', 'quirky']"
170,778,Trainspotting (1996),Comedy|Crime|Drama,4.03921568627451,"['based on a book', 'dark comedy', 'narrated', 'drug abuse']"
171,780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,3.4455445544554455,['aliens']
172,800,Lone Star (1996),Drama|Mystery|Western,4.157894736842105,['in netflix queue']
173,805,"Time to Kill, A (1996)",Drama|Thriller,3.657142857142857,['john grisham']
174,818,"Very Brady Sequel, A (1996)",Comedy,3.25,['based on a tv show']
175,830,"First Wives Club, The (1996)",Comedy,3.0714285714285716,['adultery']
176,832,Ransom (1996),Crime|Thriller,3.3378378378378377,"['kidnapping', 'give me back my son!', 'it was melodramatic and kind of dumb', 'mel gibson']"
177,836,Chain Reaction (1996),Action|Adventure|Thriller,2.8823529411764706,['seen at the cinema']
178,838,Emma (1996),Comedy|Drama|Romance,3.9166666666666665,['jane austen']
179,852,Tin Cup (1996),Comedy|Drama|Romance,3.1744186046511627,['golf']
180,858,"Godfather, The (1972)",Crime|Drama,4.2890625,['mafia']
181,892,Twelfth Night (1996),Comedy|Drama|Romance,3.5384615384615383,['shakespeare']
182,898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,4.310344827586207,['divorce']
183,899,Singin' in the Rain (1952),Comedy|Musical|Romance,4.074468085106383,['movie business']
184,900,"American in Paris, An (1951)",Musical|Romance,3.7083333333333335,['france']
185,902,Breakfast at Tiffany's (1961),Drama|Romance,3.8472222222222223,['capote']
186,903,Vertigo (1958),Drama|Mystery|Romance|Thriller,4.025,"['falling', 'alfred hitchcock', 'atmospheric', 'imdb top 250', 'james stewart']"
187,904,Rear Window (1954),Mystery|Thriller,4.261904761904762,"['voyeurism', 'imdb top 250', 'james stewart', 'mystery', 'photographer', 'photography']"
188,905,It Happened One Night (1934),Comedy|Romance,4.321428571428571,['screwball']
189,906,Gaslight (1944),Drama|Thriller,4.142857142857143,['brooch']
190,907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,3.5,['divorce']
191,908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,4.184210526315789,"['mount rushmore', 'alfred hitchcock', 'imdb top 250']"
192,909,"Apartment, The (1960)",Comedy|Drama|Romance,3.962962962962963,['adultery']
193,910,Some Like It Hot (1959),Comedy|Crime,4.01,['men in drag']
194,911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,3.8076923076923075,['heist']
195,912,Casablanca (1942),Drama|Romance,4.24,['start of a beautiful friendship']
196,913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,4.170454545454546,['statue']
197,914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,4.042857142857143,['george bernard shaw']
198,915,Sabrina (1954),Comedy|Romance,3.7666666666666666,['rich guy - poor girl']
199,916,Roman Holiday (1953),Comedy|Drama|Romance,4.0576923076923075,"['italy', 'royalty']"
200,918,Meet Me in St. Louis (1944),Musical,4.1,['1900s']
201,919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,3.880434782608696,"['dorothy', 'toto']"
202,920,Gone with the Wind (1939),Drama|Romance|War,3.6444444444444444,['civil war']
203,921,My Favorite Year (1982),Comedy,3.388888888888889,['television']
204,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,4.333333333333333,"['movies', 'eerie', 'movie business']"
205,923,Citizen Kane (1941),Drama|Mystery,4.043478260869565,['rosebud']
206,924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,3.8944954128440368,"['hal', 'space', 'aliens', 'apes', 'arthur c. clarke', 'artificial intelligence', 'atmospheric', 'cinematography', 'classic', 'computer', 'confusing ending', 'cult film', 'dull', 'future', 'futuristic', 'imdb top 250', 'masterpiece', 'meditative', 'music', 'mystery', 'oscar (best effects - visual effects)', 'overrated', 'philosophical', 'relaxing', 'revolutionary', 'robots', 'sci-fi', 'setting:space/space ship', 'slow', 'slow paced', 'soundtrack', 'space', 'space travel', 'spacecraft', 'stanley kubrick', 'superb soundtrack', 'surreal', 'technology', 'tedious', 'visual', 'visually appealing']"
207,926,All About Eve (1950),Drama,4.229166666666667,['hollywood']
208,927,"Women, The (1939)",Comedy,4.0,['divorce']
209,928,Rebecca (1940),Drama|Mystery|Romance|Thriller,4.166666666666667,['mrs. dewinter']
210,929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,3.5,"['europe', 'journalism', 'war']"
211,930,Notorious (1946),Film-Noir|Romance|Thriller,4.25,['assassination']
212,931,Spellbound (1945),Mystery|Romance|Thriller,3.8333333333333335,['amnesia']
213,934,Father of the Bride (1950),Comedy,3.25,['wedding']
214,936,Ninotchka (1939),Comedy|Romance,4.0,"['cold war', 'russia']"
215,938,Gigi (1958),Musical,3.25,['prostitution']
216,940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,4.0,['swashbuckler']
217,941,"Mark of Zorro, The (1940)",Adventure,3.75,['swashbuckler']
218,943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,3.9285714285714284,['ghosts']
219,944,Lost Horizon (1937),Drama,4.0,['shangri-la']
220,945,Top Hat (1935),Comedy|Musical|Romance,4.071428571428571,['astaire and rogers']
221,947,My Man Godfrey (1936),Comedy|Romance,3.75,"['butler', 'homeless', 'screwball']"
222,948,Giant (1956),Drama|Romance|Western,3.9166666666666665,['oil']
223,950,"Thin Man, The (1934)",Comedy|Crime,3.857142857142857,['nick and nora charles']
224,951,His Girl Friday (1940),Comedy|Romance,4.392857142857143,['screwball']
225,952,Around the World in 80 Days (1956),Adventure|Comedy,3.625,['race']
226,953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,4.0344827586206895,['christmas']
227,954,Mr. Smith Goes to Washington (1939),Drama,4.083333333333333,['politics']
228,955,Bringing Up Baby (1938),Comedy|Romance,3.861111111111111,"['leopard', 'screwball']"
229,956,Penny Serenade (1941),Drama|Romance,4.0,['adoption']
230,965,"39 Steps, The (1935)",Drama|Mystery|Thriller,4.045454545454546,['fugitive']
231,968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,3.75,['zombies']
232,969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,3.9705882352941178,['missionary']
233,970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,3.5,['crime']
234,971,Cat on a Hot Tin Roof (1958),Drama,4.1,['tennessee williams']
235,973,Meet John Doe (1941),Comedy|Drama,3.9,['journalism']
236,976,"Farewell to Arms, A (1932)",Romance|War,3.0,['hemingway']
237,986,Fly Away Home (1996),Adventure|Children,3.5384615384615383,['animal movie']
238,991,Michael Collins (1996),Drama,3.3181818181818183,['ireland']
239,994,Big Night (1996),Comedy|Drama,4.181818181818182,['food']
240,1006,"Chamber, The (1996)",Drama,3.5,"['death penalty', 'john grisham']"
241,1010,"Love Bug, The (1969)",Children|Comedy,3.0555555555555554,"['disney', 'race']"
242,1013,"Parent Trap, The (1961)",Children|Comedy|Romance,3.2083333333333335,['twins']
243,1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,3.488095238095238,['disney']
244,1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,3.58,"['disney', 'king arthur']"
245,1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,3.887323943661972,"['disney', 'nanny']"
246,1029,Dumbo (1941),Animation|Children|Drama|Musical,3.3857142857142857,['disney']
247,1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,2.7666666666666666,['disney']
248,1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,3.375,['disney']
249,1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,3.575,['disney']
250,1035,"Sound of Music, The (1965)",Musical|Romance,3.9375,['rogers and hammerstein']
